,appid,name,developer,publisher,price,year,duenos_promedio,rating_neto,rating_perc,Action,Free to Play,Strategy,Adventure,Indie,RPG,Casual,Simulation,Racing,Violent,Massively Multiplayer,Nudity,Sports,Early Access,Gore,Sexual Content,Target
6705,400570,WarpBall,Unruly Attractions,Unruly Attractions,7584,2017,10000.0,3,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6706,400580,Black Closet,Hanako Games,Hanako Games,16264,2015,35000.0,159,0.9441340782122901,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
6707,400630,Wuppo,Knuist & Perzik,SOEDESCO Publishing,11924,2016,350000.0,1626,0.9501661129568109,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6708,400660,Reverse Crawl,Nerdook Productions,Digerati Distribution,5197,2015,35000.0,307,0.8946015424164521,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6709,400710,Bleeding Blocks,Killer Teapot Games,Killer Teapot Games,1725,2015,10000.0,9,0.8461538461538459,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6710,400740,VERGE:Lost chapter,GDNomad,Infernal Dream,4329,2015,150000.0,-30,0.44,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6711,400790,The Juicer,Anvate Games,Anvate Games,857,2015,35000.0,151,0.8612440191387559,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6712,400800,MXGP2 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,16807,2016,35000.0,164,0.7091836734693879,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6713,400880,Ultimate Rock Crawler,khos85,khos85,857,2016,10000.0,-12,0.269230769230769,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
6714,400910,Rabi-Ribi,CreSpirit;GemaYue,Sekai Project,14745,2016,150000.0,6329,0.974936214918205,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6715,400940,Budget Cuts,Neat Corporation,Neat Corporation,24944,2018,35000.0,283,0.756805807622504,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6716,401120,Anode,Kittehface Software,Kittehface Software,3027,2015,35000.0,49,0.8769230769230769,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6717,401170,Birth of Shadows®,"Precision Games, LLC","Precision Games, LLC",4329,2015,10000.0,3,0.8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6718,401190,Dinosaur Hunt,Racing Bros,ANPA.US,857,2015,150000.0,875,0.644819596160212,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6719,401200,Invisible Apartment 2,Milan Kazarka;Jeroen van Oosten,Vysoko Anime Production,3136,2015,10000.0,8,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6720,401210,Puzzle Sages,Aric Morrow,Aric Morrow,1725,2016,10000.0,-1,0.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6721,401250,Zulu Response,Web Interactive Solutions,Web Interactive Solutions,11924,2017,10000.0,-1,0.48837209302325607,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6722,401280,Nubs' Adventure,IMakeGames,IMakeGames,5631,2015,10000.0,19,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6723,401290,Nusakana,Studio Namaapa,Studio Namaapa,6499,2015,10000.0,41,0.918367346938776,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6724,401330,Akuatica,Tianyu Studio,Tianyu Studio,5414,2015,10000.0,19,0.6610169491525419,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6725,401360,The Aquatic Adventure of the Last Human,YCJY,YCJY,7801,2016,35000.0,159,0.7713310580204781,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6726,401420,Match 3 Revolution,DreamsSoftGames,DreamsSoftGames,3027,2015,35000.0,9,0.604651162790698,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6727,401510,Lavapools,4EdgesGames;Visumeca,Plug In Digital,4329,2016,10000.0,13,0.933333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6728,401550,Legena: Union Tides,Grandpa Pixel,Grandpa Pixel,0,2015,10000.0,11,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6729,401560,Broadside,Duct Tape Games,Duct Tape Games,4329,2015,10000.0,-7,0.34782608695652195,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6730,401680,POSTAL Redux,Running With Scissors,Running With Scissors,5414,2016,150000.0,1035,0.904612978889758,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6731,401690,Life in Bunker,Flox Studios Ltd.,Flox Studios Ltd.,13009,2016,10000.0,59,0.6147859922178989,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6732,401710,Flinthook,Tribute Games Inc.,Tribute Games Inc.,11924,2017,75000.0,314,0.764309764309764,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6733,401800,Bitku,Pixeljam,Pixeljam,0,2017,10000.0,25,0.7777777777777779,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6734,401810,Poi,PolyKid,PolyKid,7801,2017,35000.0,475,0.91304347826087,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6735,401820,FATED: The Silent Oath,Frima Studio,Frima Originals,7584,2016,10000.0,54,0.7288135593220341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6736,401840,ChargeShot,Cowboy Color,Cowboy Color,7584,2015,35000.0,51,0.8072289156626509,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6737,401890,ARSLAN: THE WARRIORS OF LEGEND,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",54239,2016,10000.0,79,0.715846994535519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6738,401910,Darknet,E McNeill,E McNeill,11924,2017,10000.0,70,0.9375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6739,401970,Hypatia,TimefireVR LLC,TimefireVR LLC,0,2018,10000.0,10,0.647058823529412,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6740,402020,The Park,Funcom,Funcom,10839,2015,150000.0,969,0.701959149645686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,402030,Zenohell,Team Grybanser Fox,Team Grybanser Fox,7584,2015,35000.0,23,0.682539682539683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6742,402040,The Guest,Team Gotham,505 Games,7584,2016,35000.0,251,0.792540792540793,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6743,402060,Californium,Darjeeling;Nova Production;ARTE France,ARTE France,5631,2016,10000.0,83,0.7150259067357511,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6744,402120,Deathstate: Abyssal Edition,Bread Machine Games,Bread Machine Games,7584,2015,35000.0,202,0.838926174496644,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6745,402130,FlatOut 4: Total Insanity,Kylotonn,Strategy First,24944,2017,150000.0,23,0.514215080346106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6746,402150,String Theory,Zenisport,Zenisport,6499,2016,10000.0,25,0.755102040816326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6747,402160,Star Command Galaxies,Warballoon,Warballoon,12358,2015,10000.0,39,0.559633027522936,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6748,402170,Puzzle Ball,<U+041F><U+043E><U+0447><U+0435><U+0436><U+0435><U+0440><U+0446><U+0435><U+0432> <U+0412><U+043B><U+0430><U+0434>;<U+041A><U+0430><U+0448><U+043A><U+043E><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0410><U+043D><U+0442><U+043E><U+043D>;<U+0411><U+0443><U+0440><U+043A><U+043E><U+0432> <U+041D><U+0438><U+043A><U+0438><U+0442><U+0430>,Art-Pulsar,2159,2015,35000.0,-7,0.44262295081967207,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6749,402180,Sakura Swim Club,Winged Cloud,Winged Cloud,7584,2015,350000.0,1699,0.8631893971782809,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
6750,402190,Gamer Simulator,Punk Games Studio,Punk Games Studio,857,2015,10000.0,-2,0.46428571428571397,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6751,402210,Airport Madness: Time Machine,Big Fat Simulations Inc.,Big Fat Simulations Inc.,5414,2015,10000.0,41,0.7808219178082191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,402220,Lift It,89AM Studio,89AM Studio,4329,2017,75000.0,0,0.5,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
6753,402260,Dead Secret,Robot Invader,Robot Invader,11924,2016,35000.0,257,0.8157248157248159,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6754,402300,Dungeon Manager ZV,StudioGIW,Zoo Corporation,7584,2015,10000.0,24,0.6764705882352939,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6755,402310,Overfall,Pera Games,Pera Games,11924,2016,35000.0,267,0.8171021377672208,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6756,402330,Press X to Not Die,All Seeing Eye Games,All Seeing Eye Games,2159,2017,75000.0,1942,0.9128401360544219,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6757,402340,Blue Rider,Ravegan,Ravegan,7584,2016,10000.0,68,0.895348837209302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6758,402390,Hyperdrive Massacre,34BigThings srl,34BigThings srl;Digital Tribe,7584,2015,750000.0,18,0.5463917525773201,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6759,402430,Out of the Park Baseball 17,Out of the Park Developments,Out of the Park Developments,16264,2016,150000.0,516,0.9161290322580649,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6760,402530,The Last Door: Season 2 - Collector's Edition,The Game Kitchen,Phoenix Online Publishing,7584,2016,75000.0,345,0.9389312977099241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,402560,Tabletopia,Tabletopia Inc.,Tabletopia Inc.,0,2016,350000.0,93,0.563265306122449,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6762,402570,Atlas Reactor,Trion Worlds,Trion Worlds,0,2016,750000.0,3102,0.817697664891438,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6763,402620,Kindred Spirits on the Roof,Liar-soft,MangaGamer,29284,2016,35000.0,552,0.9630872483221479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6764,402670,Space Thinger,Wytchlight,Wytchlight,1834,2015,10000.0,-3,0.448275862068966,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6765,402710,Osiris: New Dawn,Fenix Fire Entertainment,Reverb Triple XP,20604,2016,350000.0,3184,0.667897068129087,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6766,402750,Giant Machines 2017,Code Horizon,Code Horizon;PlayWay S.A.,16264,2016,35000.0,111,0.6975088967971529,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6767,402800,Chunks,Facepunch Studios,Facepunch Studios,16264,2016,10000.0,-1,0.48837209302325607,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6768,402840,Crusaders of the Lost Idols,Codename Entertainment Inc.,Codename Entertainment Inc.,0,2015,350000.0,1478,0.8408671586715871,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6769,402850,Miner Mayhem,Anarchy Enterprises,Anarchy Enterprises,857,2015,35000.0,27,0.621621621621622,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6770,402880,Age of Barbarian Extended Cut,Crian Soft,Crian Soft,10839,2016,10000.0,272,0.7905982905982909,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6771,402890,Nyctophilia,CAT IN JAR GAMES,CAT IN JAR GAMES,0,2015,150000.0,72,0.625,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6772,402910,Undead Blackout,4MB Interactive Ltd,4MB Interactive Ltd,4329,2017,10000.0,-3,0.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6773,402940,Dungeons of Betrayal,Darkelite Studio Inc,Darkelite Studio Inc,4329,2017,10000.0,1,0.666666666666667,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6774,402970,Fringes of the Empire,Lost Astronaut Studios,Self-Published,11924,2015,10000.0,1,1.0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
6775,402980,Osteya,MetalBear,MetalBear,6282,2015,35000.0,15,0.597402597402597,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6776,403010,The Ultimate Showdown,Harrison Walters,Sole Propriotership,2159,2015,10000.0,-1,0.42857142857142894,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6777,403070,Silver Creek Falls: Chapter 2,Sapphire Dragon Productions,Sapphire Dragon Productions,4329,2015,10000.0,32,0.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6778,403090,Rescue Team 2,Alawar Entertainment,Buka Entertainment,4329,2015,10000.0,22,0.958333333333333,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6779,403100,Rescue Team 3,Alawar Entertainment,Buka Entertainment,4329,2015,10000.0,23,0.780487804878049,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6780,403120,THE GAME OF LIFE,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,4329,2015,75000.0,161,0.7158176943699731,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
6781,403180,Draw a Stickman: EPIC 2,Hitcents,Hitcents,4329,2015,35000.0,178,0.8090277777777779,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6782,403190,Planetbase,Madruga Works,Madruga Works,16807,2015,350000.0,2904,0.7670099301213679,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6783,403200,Legends of Dawn Reborn,Dreamatrix,Dreamatrix,21592,2015,10000.0,-25,0.313432835820896,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6784,403230,ZombieZoid® Zenith,Adhoc Games,Adhoc Games,5197,2015,10000.0,13,0.842105263157895,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6785,403270,Cloudrift,friendlyOctopus,friendlyOctopus,4329,2015,10000.0,20,0.954545454545455,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6786,403290,Burly Men at Sea,Brain&Brain,Brain&Brain,7801,2016,75000.0,75,0.644787644787645,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6787,403300,GravBlocks,From Nothing Game Studios,From Nothing Game Studios,3027,2015,10000.0,-1,0.42857142857142894,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6788,403390,Undercover Missions: Operation Kursk K-141,The Game Species,Ravenscourt,7584,2015,35000.0,5,0.580645161290323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,403400,ARCADE GAME SERIES: DIG DUG,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,3027,2016,75000.0,125,0.8019323671497579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6790,403410,ARCADE GAME SERIES: Ms. PAC-MAN,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,3027,2016,35000.0,40,0.763157894736842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6791,403430,ARCADE GAME SERIES: GALAGA,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,3027,2016,75000.0,221,0.853035143769968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6792,403440,Evil Hazard,Pixel Blitz Studios,Pixel Blitz Studios,2159,2015,10000.0,9,0.666666666666667,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6793,403460,SkyScrappers,Ground Shatter,Ground Shatter,8669,2015,10000.0,4,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,403510,Fairy Tale Mysteries 2: The Beanstalk,GOGII Games,Artifex Mundi,7584,2015,75000.0,128,0.8018867924528299,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6795,403560,Eaten Alive,Space Cat Studios,Back To Basics Gaming,857,2015,350000.0,-135,0.355460385438972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6796,403570,Stigmat,Akakiy Petrushkin,Dagestan Technology,3461,2015,350000.0,331,0.6996381182147171,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6797,403590,Klepto,Meerkat Gaming,Meerkat Gaming,10839,2016,10000.0,-50,0.3737373737373739,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6798,403640,Dishonored 2,Arkane Studios,Bethesda Softworks,32539,2016,1500000.0,15963,0.8060273762509109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6799,403660,Omnipresent,A.J Starkey Enterprises,A.J Starkey Enterprises,3027,2015,10000.0,1,0.517241379310345,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6800,403670,Lumber Island - That Special Place,DeanForge,DeanForge,4329,2015,35000.0,51,0.768421052631579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6801,403680,Dexterity Ball 3D™,Quandary Solutions LTD,Quandary Solutions LTD,5414,2015,10000.0,-2,0.42857142857142894,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6802,403700,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,Ben 'Yahtzee' Croshaw;Collected Worlds,"Addicting Games;Defy Media, LLC",4329,2015,10000.0,185,0.868525896414343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6803,403740,GabeN: The Final Decision,Alex Zhang,Alex Zhang,857,2015,150000.0,162,0.615384615384615,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6804,403780,Color Symphony 2,REMIMORY,REMIMORY,7584,2015,10000.0,33,0.9459459459459459,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6805,403830,The Consuming Shadow,Ben 'Yahtzee' Croshaw,Ben 'Yahtzee' Croshaw,7584,2015,35000.0,237,0.9405204460966541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6806,403850,Sky To Fly: Faster Than Wind,AIVIK LLC,Absolutist Ltd.,3027,2016,10000.0,39,0.6857142857142859,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
6807,403860,ALPAGES : THE FIVE BOOKS,Nicolas Bernard,Microids Indie,857,2015,35000.0,-32,0.39189189189189205,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6808,403880,MotoGP™15 Compact,Milestone S.r.l.,Milestone S.r.l.,7584,2015,10000.0,11,0.556701030927835,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6809,403900,Clergy Splode,PiGravity,Back To Basics Gaming,857,2015,350000.0,-55,0.43875278396436496,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6810,403940,Dungelot: Shattered Lands,Red Winter Software,tinyBuild,7584,2016,35000.0,259,0.818181818181818,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6811,403950,Conquest of Elysium 4,Illwinter Game Design,Illwinter Game Design,20604,2015,75000.0,258,0.908227848101266,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6812,403970,The Dwarves,KING Art,THQ Nordic;EuroVideo Medien,37964,2016,150000.0,625,0.750601443464314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6813,403980,World Ship Simulator,Odin Game Studio,Excalibur Publishing,16264,2016,75000.0,-105,0.23618090452261298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6814,404030,Lucky Rabbit Reflex!,Super63,Super63,12358,2015,10000.0,19,0.9523809523809521,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
6815,404040,Lords of Magic: Special Edition,Impressions Games,Rebellion,4329,2015,35000.0,111,0.8936170212765959,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6816,404050,Black & White Bushido,Good Catch Games,Green Man Gaming Publishing;Good Catch Games,10839,2015,35000.0,58,0.685897435897436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,404070,Lords of New York,"Lunchtime Studios, LLC","Lunchtime Studios, LLC",0,2017,10000.0,5,0.575757575757576,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
6818,404080,Murder,Peter Moorhead,CDP,857,2015,10000.0,-28,0.452054794520548,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6819,404100,STEEL STRIDER,ASTRO PORT,Nyu Media,5197,2015,10000.0,27,0.8292682926829269,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6820,404150,Lovely Weather We're Having,Julian Glander,Glanderco,2268,2015,10000.0,13,0.594202898550725,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6821,404170,Battle Girls,Straywire,Dharker Studio,10080,2017,10000.0,43,0.9056603773584909,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6822,404180,Club Life,Straywire,Dharker Studio,10080,2016,35000.0,71,0.8317757009345791,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6823,404200,WARTILE,Playwood Project,Deck13;WhisperGames,16264,2018,35000.0,260,0.798165137614679,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6824,404270,All My Gods,Realore,Qumaron,3027,2015,10000.0,42,0.9038461538461541,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
6825,404390,Evil Robot Traffic Jam HD,"Element Games, LLC","Element Games, LLC",6499,2016,10000.0,11,0.866666666666667,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6826,404400,BADBLOOD,Winnie Song,WSONG LLC,6065,2015,10000.0,12,0.833333333333333,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6827,404410,Endless Sky,Michael Zahniser,Michael Zahniser,0,2015,750000.0,3054,0.903328050713154,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6828,404420,Sun Dogs,Royal Polygon,Royal Polygon,7584,2015,10000.0,5,0.647058823529412,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6829,404460,Melter Man,Husky Swim Team,"RMM Studios, LLC",2159,2015,10000.0,10,0.857142857142857,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6830,404480,SC2VN - The eSports Visual Novel,Team Eleven,Team Eleven,0,2015,150000.0,727,0.930177514792899,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6831,404510,Heaven's Hope - Special Edition,Mosaic Mask Studios,EuroVideo Medien GmbH,7584,2016,10000.0,49,0.845070422535211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6832,404530,Voxel Turf,L Twigger,L Twigger,6065,2017,35000.0,221,0.8507936507936509,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6833,404540,Nex Machina,Housemarque,Housemarque,16264,2017,350000.0,1016,0.8751846381093059,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6834,404550,Dead Acres,Glowstick Entertainment,Glowstick Entertainment,4329,2015,10000.0,71,0.784,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
6835,404580,Relive,Studio Evil,Studio Evil,0,2015,75000.0,46,0.6854838709677421,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6836,404590,Vikings - Wolves of Midgard,Games Farm,Kalypso Media Digital,24944,2017,150000.0,408,0.574127906976744,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6837,404620,The Political Machine 2016,Stardock Entertainment,Stardock Entertainment,7584,2016,75000.0,383,0.770098730606488,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6838,404630,One Hundred Ways,Sunlight Games,Sunlight Games,4329,2015,35000.0,9,0.588235294117647,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6839,404640,Game Tycoon 2,Sunlight Games,Sunlight Games,8995,2016,75000.0,6,0.512820512820513,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6840,404660,Vicky Saves the Big Dumb World,Dumbfounded,Dumbfounded,857,2015,35000.0,12,0.6875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6841,404680,Hob,Runic Games,Runic Games,16264,2017,150000.0,2079,0.8888888888888891,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6842,404690,This Book Is A Dungeon,Nathan Meunier,Black Shell Media,4329,2015,35000.0,91,0.745945945945946,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6843,404700,Curvatron,Brave Bunny,Brave Bunny,857,2016,75000.0,97,0.83448275862069,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6844,404750,Carrotting Brain,Raving Bots,Raving Bots,6716,2015,10000.0,5,0.6923076923076921,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6845,404770,SUPERFIGHT,Pipeworks Studios,Pipeworks Studios,7584,2016,75000.0,87,0.631419939577039,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6846,404820,Ragdoll Runners,Samuel Manier,Samuel Manier,4329,2016,10000.0,143,0.9039548022598871,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6847,404850,DARTHY,"Collin, Kaleb, & Jeya",cwade games,857,2016,35000.0,18,0.7647058823529409,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6848,404860,Inside Me,SnowBiteGames,SnowBiteGames,6282,2015,10000.0,13,0.7826086956521741,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6849,404890,U-Boats,Astra Game Studio,Astra Game Studio,4329,2016,10000.0,-1,0.45454545454545503,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6850,404960,The Way of Life: DEFINITIVE EDITION,CyberCoconut,CyberCoconut,12358,2018,10000.0,32,0.7222222222222221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6851,405000,UTOPIA 9 - A Volatile Vacation,Whalegun,Whalegun,9754,2016,10000.0,89,0.8739495798319329,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6852,405010,Bitardia,varlamov5264,varlamov5264,4329,2015,35000.0,499,0.88208269525268,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6853,405070,The Worm,Carlo D'Apostoli Projects,Strategy First,4329,2015,10000.0,-2,0.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6854,405180,123 Slaughter Me Street,Nate Sanders;John Kolbek,"Impulse Game Studios, LLC",4329,2015,35000.0,67,0.633466135458167,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6855,405190,MEG 9: Lost Echoes,Skunkwerks Kinetic,Skunkwerks Kinetic,9754,2017,10000.0,-9,0.23529411764705901,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6856,405240,Hairy Little Buggers,Michael Todd Games,Michael Todd Games,11924,2017,10000.0,6,0.625,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
