"","appid","name","developer","publisher","price","year","duenos_promedio","rating_neto","rating_perc","Action","Free to Play","Strategy","Adventure","Indie","RPG","Casual","Simulation","Racing","Violent","Massively Multiplayer","Nudity","Sports","Early Access","Gore","Sexual Content"
"7253",416770,"SquareCells","Matthew Brown","Matthew Brown",2159,2015,35000,509,0.923460898502496,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7254",416790,"The Metronomicon: Slay The Dance Floor","Puuba","Akupara Games",16264,2016,35000,199,0.899598393574297,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7255",416800,"Cluck Yegger in Escape From The Planet of The Poultroid","Guys From Andromeda LLC","Guys From Andromeda LLC",2159,2015,10000,20,0.7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7256",416830,"Light Fall","Bishop Games","Bishop Games",11924,2018,10000,43,0.890909090909091,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7257",416840,"Color By","Team Polykroma","Polykroma Games",7584,2016,10000,3,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7258",416850,"Astral Gun","Thomas Moon Kang","Thomas Moon Kang",1725,2016,10000,8,0.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7259",416870,"Kitty Powers' Love Life","Magic Notion Ltd","Magic Notion Ltd",10839,2018,10000,49,0.962264150943396,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"7260",417060,"UnSummoning: the Spectral Horde","Roaming Ground Studio","Roaming Ground Studio",0,2015,10000,9,0.714285714285714,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7261",417110,"Mayjasmine Episode01 - What is God?","Erotes Studio","Erotes Studio",7584,2015,35000,101,0.682310469314079,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7262",417150,"Pavilion","Visiontrick Media","Visiontrick Media",7584,2016,10000,39,0.740740740740741,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7263",417200,"Make Sail","Popcannibal","PlayFig;Popcannibal",16807,2018,10000,25,0.711864406779661,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"7264",417290,"Ghost of a Tale","SeithCG","SeithCG",21147,2018,150000,1946,0.924520069808028,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"7265",417310,"Hiragana Pixel Party","Springloaded","Springloaded",6065,2016,10000,7,0.666666666666667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7266",417350,"Monkey King Saga","T-Rex Games","T-Rex Games",4329,2015,10000,-8,0.1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"7267",417400,"LeftWay","Tongsun","Tongsun",10839,2017,10000,11,0.823529411764706,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7268",417410,"Northern Tale","Realore","Qumaron",2159,2016,10000,20,0.954545454545455,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"7269",417430,"Moto Racer  4","Artefacts Studios","Microids",12358,2016,150000,222,0.652892561983471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7270",417480,"Marcus Level","3DDUO","Fun4Family;Plug In Digital",4329,2016,10000,8,0.681818181818182,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"7271",417750,"Left Alone","Volumetric Games","Volumetric Games",5414,2016,10000,163,0.770764119601329,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7272",417840,"Mysterious Castle","OpenXcell Studio","OpenXcell Studio",4329,2016,10000,-8,0.166666666666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"7273",417860,"Emily is Away","Kyle Seeley","Kyle Seeley",0,2015,1500000,22641,0.886088469015382,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"7274",417880,"Everybody's Gone to the Rapture","The Chinese Room","PlayStation Mobile, Inc.",17349,2016,35000,374,0.694791666666667,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7275",417890,"Apotheon Arena","Alientrap","Alientrap",0,2015,350000,592,0.82034632034632,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7276",417900,"Upwards, Lonely Robot","Random Layers","Kasedo Games",8669,2016,10000,25,0.962962962962963,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7277",417910,"Street Warriors Online","Crazy Rocks Studios","Crazy Rocks Studios",1725,2016,350000,232,0.569047619047619,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"7278",417920,"Mistfal","Sergei Minin","Sergei Minin",0,2016,10000,-2,0.481481481481481,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"7279",417980,"Planet Diver","Fabraz","Fabraz",3027,2015,10000,36,0.833333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7280",417990,"Major\Minor","Tall Tail Studios","Tall Tail Studios",16264,2016,10000,253,0.803357314148681,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"7281",418030,"Subsistence","ColdGames","ColdGames",11490,2016,150000,1550,0.703412073490814,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7282",418040,"hocus","Yunus Ayyildiz;Sho Ohhira","Yunus Ayyildiz",857,2015,35000,447,0.922495274102079,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7283",418050,"FALL","Northbrain","Northbrain",5197,2015,10000,4,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7284",418060,"Battle Riders","OneManTeam","OneManTeam",4329,2017,35000,39,0.678899082568807,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"7285",418070,"Turbo Pug","Space Cat Studios;SnowFlame;Back To Basics Gaming","Back To Basics Gaming",857,2015,750000,2731,0.907490301402566,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7286",418120,"Cally's Caves 3","VDO Games","VDO Games",6499,2016,35000,272,0.81924882629108,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"7287",418150,"The Madness of Little Emma","Bartosz Bojarowski","Bartosz Bojarowski",6499,2015,10000,83,0.816793893129771,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7288",418160,"Garden Rescue: Christmas Edition","Rainbow Games","Rainbow Games",3027,2015,150000,39,0.842105263157895,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7289",418170,"MicroRC Simulation","Minindustries Game Factory","Minindustries Game Factory",1725,2015,10000,4,0.75,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"7290",418180,"Tempest: Pirate Action RPG","Lion's Shade","HeroCraft",16264,2016,150000,720,0.709059233449477,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7291",418190,"Helen's Mysterious Castle","Satsu","AGM PLAYISM",1725,2016,35000,482,0.943014705882353,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"7292",418210,"Metal Tales: Fury of the Guitar Gods","Nuberu Games","Nuberu Games",5414,2016,10000,58,0.902777777777778,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7293",418240,"Shadow Tactics: Blades of the Shogun","Mimimi Productions","Daedalic Entertainment",37964,2016,750000,9106,0.958048289738431,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7294",418250,"Polaris Sector","SoftWarWare","Slitherine Ltd.",32539,2016,35000,144,0.708092485549133,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7295",418260,"Gumball Drift","Ghost Machine","Ghost Machine",16264,2016,10000,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"7296",418270,"Draw Slasher","Mass Creation","Mass Creation",4329,2016,10000,43,0.717171717171717,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7297",418280,"Retaliation","Cameron Baxter;Billy Jazz Hills Stickley","Cameron Baxter",0,2015,35000,-38,0.284090909090909,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7298",418300,"Wick","Hellbent Games","Hellbent Games",5197,2015,35000,297,0.846153846153846,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7299",418310,"Chronicles of a Dark Lord: Rhapsody Clash","Kisareth Studios","Kisareth Studios",857,2015,35000,3,0.555555555555556,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"7300",418340,"RWBY: Grimm Eclipse","Rooster Teeth Games","Rooster Teeth Games",16264,2016,350000,7014,0.828555368184373,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7301",418360,"Gurgamoth","Galvanic Games","Galvanic Games",4329,2016,35000,56,0.858974358974359,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7302",418370,"RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",21689,2017,750000,17304,0.917164898746384,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7303",418430,"Survive Me Miolhr","Miolhr SM","Miolhr SM",7584,2015,10000,-5,0.352941176470588,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
"7304",418440,"Tick Tock Isle","Squiddershins","Squiddershins",857,2015,35000,188,0.898305084745763,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7305",418460,"Rising Storm 2: Vietnam","Antimatter Games;Tripwire Interactive","Tripwire Interactive",20604,2017,750000,12424,0.782646282646283,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"7306",418520,"SculptrVR","Nathan Rowe","SculptrVR",16264,2016,35000,60,0.983870967741935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7307",418610,"Swiftly","Cleverweek","Cleverweek",857,2016,150000,3,0.512396694214876,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7308",418620,"The TakeOver","Pelikan13","Pelikan13",17349,2016,10000,170,0.916666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7309",418640,"Iron Commando - Koutetsu no Senshi","Arcade Zone","Piko Interactive LLC;Classics Digital",4329,2016,10000,9,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7310",418650,"Space Pirate Trainer","I-Illusions","I-Illusions",11924,2017,150000,1825,0.957852483692925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7311",418670,"Pankapu","Too Kind Studio","Dear Villagers",9754,2016,10000,155,0.821576763485477,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7312",418910,"Idle Civilization","Very Simple Idea Studios","Very Simple Idea Studios",4329,2015,10000,19,0.560509554140127,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
"7313",418940,"Waba","EDWON","EDWON",4329,2018,10000,6,0.75,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"7314",418950,"DreadOut: Keepers of The Dark","Digital Happiness","Digital Happiness",5414,2016,150000,310,0.801556420233463,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
"7315",418960,"Catorize","Anima Locus","Anima Locus",2159,2015,10000,-9,0.263157894736842,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7316",419000,"Relic Alone","NTT Plala Inc.;Roconilo Project","Zoo Corporation",4329,2015,10000,2,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7317",419020,"Wishmere","Crayder Studios","Crayder Studios",9754,2017,10000,12,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7318",419080,"Bridge Constructor Stunts","ClockStone","Headup Games",7584,2016,10000,35,0.692307692307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7319",419090,"Vector Strain","OMNIDREAM CREATIONS","OMNIDREAM CREATIONS",4329,2015,35000,35,0.818181818181818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7320",419130,"Strength of the Sword ULTIMATE","Ivent Games","Ivent Games",7801,2018,10000,15,0.941176470588235,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"7321",419460,"That Dragon, Cancer","Numinous Games","Numinous Games",7584,2016,35000,886,0.900542495479204,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7322",419480,"Starpoint Gemini Warlords","Little Green Men Games","Iceberg Interactive",29284,2017,150000,1202,0.744507729861676,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"7323",419500,"Red Game Without A Great Name","iFun4all S.A.","iFun4all S.A.",2159,2015,35000,55,0.950819672131147,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7324",419590,"Tales from the Void","PortaPlay","Black Dog ",7584,2016,35000,17,0.688888888888889,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"7325",419700,"AT SUNDOWN: Shots in the Dark","Mild Beast Games","Versus Evil",12195,2019,10000,9,0.714285714285714,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7326",419710,"Rogue Singularity","Considerable Content","Considerable Content",11924,2016,10000,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7327",419810,"House of Hell (Standalone)","Tin Man Games","Tin Man Games",4329,2016,10000,31,0.897435897435897,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"7328",419990,"Ganbare! Super Strikers","rese","rese",7584,2018,10000,18,0.909090909090909,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"7329",420000,"Home Design 3D","Anuman Interactive","Anuman Interactive",7584,2015,35000,317,0.759410801963993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7330",420020,"Eye of the Owl - Bosch VR","VRX","VRX",0,2016,10000,36,0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"7331",420060,"Candle","Teku Studios","Daedalic Entertainment",13009,2016,75000,270,0.86096256684492,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7332",420070,"Kill The Plumber","Keybol;Iskander Aminov","Tekitown",4329,2015,10000,32,0.681818181818182,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7333",420100,"CLANNAD Side Stories","VisualArts/Key","Sekai Project",16264,2016,35000,117,0.909090909090909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7334",420110,"NEKOPARA Vol. 2","NEKO WORKs","Sekai Project",7584,2016,750000,8433,0.973285441688181,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"7335",420160,"Alphabeats: Master Edition","Rad Dragon","Rad Dragon",6065,2016,10000,4,0.666666666666667,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7336",420170,"Shrug Island - The Meeting","Tiny Red Camel","Tiny Red Camel",7801,2018,10000,9,0.846153846153846,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7337",420180,"Chronicle of Innsmouth","Umberto Parisi (rmonic79);Amedeo Vasaturo (meovas)","Psychodev",11165,2017,10000,63,0.838709677419355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7338",420210,"KRUM - Edge Of Darkness","HA Studio Ltd.","HA Studio Ltd.",2268,2015,75000,-34,0.333333333333333,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"7339",420270,"Into the Void","Mozg Labs","Mozg Labs",4329,2015,35000,23,0.601769911504425,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"7340",420290,"Blackwake","Mastfire Studios Pty Ltd","Mastfire Studios Pty Ltd",16264,2017,750000,7985,0.872469446776752,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"7341",420300,"The Admin","Willpowaproject","Willpowaproject",1834,2016,10000,-7,0.333333333333333,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"7342",420360,"Spectrum","3D Avenue","3D Avenue",4329,2016,75000,35,0.830188679245283,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7343",420370,"Gravity Island","ILIKESCIFI Games;Clement Willay Games","astragon Entertainment",4872,2016,10000,3,0.714285714285714,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7344",420380,"The Strike","Bass Pro Shops","Console Classics",7584,2016,10000,12,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"7345",420440,"Atlantic Fleet","Killerfish Games","Killerfish Games",7584,2016,35000,422,0.838141025641026,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7346",420500,"Rynn's Adventure: Trouble in the Enchanted Forest","Arcane Four Studios","Arcane Four Studios",7584,2016,10000,9,0.764705882352941,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7347",420520,"Lost Technology","Studio 4D","AGM PLAYISM",4329,2017,35000,229,0.901754385964912,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"7348",420530,"OneShot","Little Cat Feet","Degica",7584,2016,350000,10765,0.980365908076752,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7349",420550,"Super Arcade Football","OutOfTheBit Ltd","OutOfTheBit Ltd",7584,2016,10000,63,0.778761061946903,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"7350",420570,"Cubixx HD","Laughing Jackal LTD","Ghostlight LTD",6499,2016,10000,23,0.896551724137931,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7351",420660,"Burnin' Rubber 5 HD","Xform","Xform",7801,2018,10000,74,0.893617021276596,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"7352",420670,"Elite vs. Freedom","AVE","AVE",4329,2016,10000,-20,0.361111111111111,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"7353",420740,"The Deed","Pilgrim Adventures;GrabTheGames Studios","GrabTheGames;WhisperGames",532,2015,150000,1241,0.90957095709571,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"7354",420770,"The Legend of Dark Witch","INSIDE SYSTEM","INSIDE SYSTEM",4329,2015,35000,95,0.774566473988439,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7355",420790,"StarBreak","Crunchy Games","Crunchy Games",0,2016,350000,507,0.767123287671233,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"7356",420840,"BLARP!","Isaac Cohen","Isaac Cohen",2159,2016,10000,155,0.947976878612717,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7357",420850,"Cosmic Leap","Michael Hall","Michael Hall",857,2016,35000,52,0.732142857142857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7358",420880,"I must kill...: Fresh Meat","Gaming Cats Studio","Gaming Cats Studio",0,2015,75000,-98,0.279279279279279,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"7359",420900,"Mech Anarchy","Trevor Madge","Trevor Madge",6282,2016,10000,7,0.769230769230769,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7360",420920,"Lost Labyrinth Extended Version","Markus Döbele","Flying Interactive",4329,2015,10000,9,0.604651162790698,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"7361",420930,"CHKN","Katapult","Katapult",11924,2016,35000,306,0.802371541501976,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"7362",420950,"Time Tenshi","Silver Cow Studio","Silver Cow Studio",7584,2015,10000,43,0.721649484536082,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"7363",420970,"RoBoRumble","Metropolis","TopWare Interactive ACE",5197,2015,150000,3,0.516129032258065,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7364",420980,"Army Gals","NickySwan","Dharker Studio",11165,2017,10000,153,0.922651933701657,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7365",421020,"DiRT 4","Codemasters;Feral Interactive (Mac);Feral Interactive (Linux)","Codemasters;Feral Interactive (Mac);Feral Interactive (Linux)",48814,2017,350000,1856,0.66274991231147,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"7366",421030,"Catch Me","ZuoBuLaiGame","ZuoBuLaiGame;Gamera Game",5197,2016,10000,355,0.792421746293245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7367",421040,"Plantera","VaragtP","VaragtP",2268,2016,350000,3224,0.884358607534573,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"7368",421050,"Deponia Doomsday","Daedalic Entertainment","Daedalic Entertainment",16264,2016,350000,1598,0.873713751169317,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7369",421110,"AWAKE","Diios","Yeti Studio©",0,2015,10000,-6,0.421052631578947,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"7370",421120,"Samorost 3","Amanita Design","Amanita Design",18434,2016,350000,1790,0.950654582074522,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7371",421140,"Blades of the Righteous","Vladimir Slav;Coldwild Games","Vladimir Slav;Coldwild Games",2159,2016,10000,5,0.647058823529412,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"7372",421180,"Umbra: Shadow of Death","Colludium Ltd","Colludium Ltd",0,2015,10000,4,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7373",421260,"Militia","BrainGoodGames","BrainGoodGames",5197,2015,10000,104,0.972727272727273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7374",421600,"Ray Gigant","BANDAI NAMCO Entertainment Inc.","Acttil, LLC.",24944,2016,10000,9,0.563380281690141,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"7375",421610,"XBlaze Code: Embryo","Arc System Works","Aksys Games",16264,2016,10000,36,0.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7376",421620,"Dissonance: An Interactive Novelette","Philip Royer","Philip Royer",857,2015,10000,1,0.571428571428571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7377",421630,"A Study in Steampunk: Choice by Gaslight","Hosted Games","Hosted Games",3136,2015,10000,124,0.96969696969697,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7378",421660,"Harmonia","VisualArts/Key"," VisualArts",7584,2016,10000,334,0.977142857142857,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"7379",421670,"CUPID - A free to play Visual Novel","Fervent","Afterthought Studios",0,2016,150000,736,0.870221327967807,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"7380",421700,"Sakura Santa","Winged Cloud","Winged Cloud",7584,2015,150000,400,0.859712230215827,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"7381",421710,"Space Live - Advent of the Net Idols","Circus","MangaGamer",7584,2017,10000,28,0.85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"7382",421740,"Goetia","Sushee","Square Enix",10839,2016,75000,172,0.813868613138686,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7383",421810,"OH! RPG!","RosePortal Games","Aldorlea Games",2159,2015,35000,170,0.754491017964072,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"7384",421870,"Quatros Origins","Stijn Van Coillie;Tracy Baeckelandt","God As A Cucumber",4329,2016,10000,13,0.842105263157895,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7385",421880,"Plastiland","FreshGem;Zillion Whales","Zillion Whales",6065,2015,10000,31,0.682352941176471,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"7386",421890,"Avaris 2: The Return of the Empress","StudioGIW","Zoo Corporation",6065,2015,10000,7,0.581395348837209,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7387",422010,"Eczema Angel Orifice","Porpentine;Neotenomie","Porpentine",4329,2019,10000,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7388",422020,"Dark Days","Brutal Studio","Brutal Studio",2159,2016,10000,21,0.733333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7389",422030,"ReVeN: XBridge","Varia Games","Varia Games",7584,2017,10000,4,0.642857142857143,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7390",422100,"Heaven Island Life","Fabio Ferrara","Chubby Pixel",857,2016,750000,46,0.533923303834808,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"7391",422110,"Wand Wars","Moonradish Inc.","Moonradish Inc.",9754,2016,10000,140,0.943037974683544,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7392",422130,"Comic Book Hero: The Greatest Cape","Grey Dog Software","Viva Media",16264,2015,10000,-5,0.475247524752475,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"7393",422140,"Wrestling Spirit 3","Grey Dog Software","Viva Media",16264,2015,10000,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"7394",422210,"Rise of Keepers","Samaritan Studios","Samaritan Studios",10839,2015,10000,6,0.6,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"7395",422250,"ShipLord","Just1337 Studio","Just1337 Publisher",11924,2015,350000,86,0.576512455516014,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7396",422270,"City Play","FrameLineNetwork","FrameLineNetwork",3027,2016,10000,-10,0.307692307692308,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"7397",422300,"Element","Flightless","Flightless",11924,2018,10000,11,0.761904761904762,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7398",422420,"Godus Wars","22cans","22cans",11924,2016,150000,-349,0.171374764595104,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
"7399",422500,"Emmerholt: Prologue","Oneiric Entertainment LLC","Oneiric Entertainment LLC",0,2017,10000,48,0.75531914893617,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"7400",422510,"DEMON'S TILT","WIZNWAR;FLARB LLC","FLARB LLC",12358,2019,10000,69,0.936708860759494,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7401",422590,"Wacky Wheels HD","Cascadia Games","Cascadia Games",7801,2016,10000,-20,0.282608695652174,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"7402",422610,"1775: Rebellion","HexWar Games","HexWar Games",20604,2016,10000,6,0.557692307692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7403",422630,"Metaverse Construction Kit","Metaware","Metaware",0,2015,150000,78,0.663865546218487,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"7404",422640,"VR Karts SteamVR","Viewpoint Games","Viewpoint Games",11924,2016,10000,-12,0.369565217391304,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"7405",422650,"Megamagic: Wizards of the Neon Age","BeautiFun Games","BeautiFun Games",7801,2016,35000,48,0.792682926829268,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"7406",422760,"Ocean Rift","Llyr ap Cenydd","Picselica Ltd",7584,2017,10000,52,0.851351351351351,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7407",422810,"River City Ransom: Underground","Conatus Creative Inc.","Conatus Creative Inc.",16264,2017,75000,860,0.751461988304094,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7408",422860,"Holodance","narayana games UG","narayana games UG",16807,2016,10000,139,0.879781420765027,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"7409",422870,"Super Duper Flying Genocide 2017","CharlieH","CharlieH",857,2016,350000,559,0.693962526023595,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"7410",422900,"Particle Fleet: Emergence","Knuckle Cracker","Knuckle Cracker",12358,2016,35000,430,0.92156862745098,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"7411",422910,"Creeper World: Anniversary Edition","Knuckle Cracker","Knuckle Cracker",4329,2016,10000,125,0.943262411347518,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
